"RecordNo";"Województwo";"RX2a";"Mushroom";"Recommendation";"Score";"detrac";"neutral";"promo";"Total"
1969;"dolnoslaskie";"100.01 - 300 ha";"Maslak";1;"Detractors";1;0;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Opienka";0;"Detractors";1;0;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Golabek";5;"Detractors";1;0;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Boczniak";2;"Detractors";1;0;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Pieczarka";8;"Neutrals";0;1;0;1
1971;"dolnoslaskie";"<= 50 ha";"Borowik";10;"Promoters";0;0;1;1
1971;"dolnoslaskie";"<= 50 ha";"Czubajka";8;"Neutrals";0;1;0;1
1971;"dolnoslaskie";"<= 50 ha";"Gaska";8;"Neutrals";0;1;0;1
1971;"dolnoslaskie";"<= 50 ha";"Podgrzybek";9;"Promoters";0;0;1;1
1971;"dolnoslaskie";"<= 50 ha";"Kozlarz";6;"Detractors";1;0;0;1
1971;"dolnoslaskie";"<= 50 ha";"Maslak";0;"Detractors";1;0;0;1
1971;"dolnoslaskie";"<= 50 ha";"Opienka";9;"Promoters";0;0;1;1
1971;"dolnoslaskie";"<= 50 ha";"Golabek";3;"Detractors";1;0;0;1
1971;"dolnoslaskie";"<= 50 ha";"Boczniak";2;"Detractors";1;0;0;1
1971;"dolnoslaskie";"<= 50 ha";"Pieczarka";3;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Borowik";6;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Czubajka";4;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Gaska";3;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Podgrzybek";0;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Kozlarz";9;"Promoters";0;0;1;1
1976;"dolnoslaskie";"<= 50 ha";"Maslak";4;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Opienka";5;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Golabek";8;"Neutrals";0;1;0;1
1976;"dolnoslaskie";"<= 50 ha";"Boczniak";5;"Detractors";1;0;0;1
1976;"dolnoslaskie";"<= 50 ha";"Pieczarka";9;"Promoters";0;0;1;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Borowik";4;"Detractors";1;0;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Czubajka";7;"Neutrals";0;1;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Gaska";2;"Detractors";1;0;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Podgrzybek";9;"Promoters";0;0;1;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Kozlarz";4;"Detractors";1;0;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Maslak";3;"Detractors";1;0;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Opienka";1;"Detractors";1;0;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Golabek";5;"Detractors";1;0;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Boczniak";6;"Detractors";1;0;0;1
1978;"dolnoslaskie";"100.01 - 300 ha";"Pieczarka";10;"Promoters";0;0;1;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Gaska";10;"Promoters";0;0;1;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Kozlarz";1;"Detractors";1;0;0;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Maslak";2;"Detractors";1;0;0;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Opienka";3;"Detractors";1;0;0;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Golabek";6;"Detractors";1;0;0;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Boczniak";10;"Promoters";0;0;1;1
2008;"kujawsko-pomorskie";"50.01 - 100 ha";"Pieczarka";2;"Detractors";1;0;0;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Borowik";1;"Detractors";1;0;0;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Czubajka";6;"Detractors";1;0;0;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Gaska";2;"Detractors";1;0;0;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Podgrzybek";3;"Detractors";1;0;0;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Maslak";9;"Promoters";0;0;1;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Opienka";6;"Detractors";1;0;0;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Golabek";4;"Detractors";1;0;0;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Boczniak";10;"Promoters";0;0;1;1
2027;"kujawsko-pomorskie";"wiecej niz 500 ha";"Pieczarka";1;"Detractors";1;0;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Czubajka";2;"Detractors";1;0;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Gaska";8;"Neutrals";0;1;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Kozlarz";5;"Detractors";1;0;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Maslak";6;"Detractors";1;0;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Opienka";2;"Detractors";1;0;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Golabek";10;"Promoters";0;0;1;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Boczniak";6;"Detractors";1;0;0;1
2036;"kujawsko-pomorskie";"300.01 - 500 ha";"Pieczarka";6;"Detractors";1;0;0;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Borowik";5;"Detractors";1;0;0;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Czubajka";9;"Promoters";0;0;1;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Podgrzybek";4;"Detractors";1;0;0;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Kozlarz";3;"Detractors";1;0;0;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Maslak";7;"Neutrals";0;1;0;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Opienka";9;"Promoters";0;0;1;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Golabek";4;"Detractors";1;0;0;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Boczniak";7;"Neutrals";0;1;0;1
2053;"kujawsko-pomorskie";"100.01 - 300 ha";"Pieczarka";8;"Neutrals";0;1;0;1
2066;"lubelskie";"<= 50 ha";"Borowik";9;"Promoters";0;0;1;1
2066;"lubelskie";"<= 50 ha";"Czubajka";10;"Promoters";0;0;1;1
2066;"lubelskie";"<= 50 ha";"Gaska";10;"Promoters";0;0;1;1
2066;"lubelskie";"<= 50 ha";"Podgrzybek";0;"Detractors";1;0;0;1
2066;"lubelskie";"<= 50 ha";"Kozlarz";6;"Detractors";1;0;0;1
2066;"lubelskie";"<= 50 ha";"Maslak";9;"Promoters";0;0;1;1
2066;"lubelskie";"<= 50 ha";"Opienka";5;"Detractors";1;0;0;1
2066;"lubelskie";"<= 50 ha";"Golabek";10;"Promoters";0;0;1;1
2066;"lubelskie";"<= 50 ha";"Boczniak";5;"Detractors";1;0;0;1
2066;"lubelskie";"<= 50 ha";"Pieczarka";6;"Detractors";1;0;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Borowik";9;"Promoters";0;0;1;1
2069;"lubelskie";"wiecej niz 500 ha";"Czubajka";7;"Neutrals";0;1;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Gaska";3;"Detractors";1;0;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Kozlarz";8;"Neutrals";0;1;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Maslak";1;"Detractors";1;0;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Opienka";8;"Neutrals";0;1;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Golabek";5;"Detractors";1;0;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Boczniak";6;"Detractors";1;0;0;1
2069;"lubelskie";"wiecej niz 500 ha";"Pieczarka";2;"Detractors";1;0;0;1
2070;"lubelskie";"300.01 - 500 ha";"Borowik";5;"Detractors";1;0;0;1
2070;"lubelskie";"300.01 - 500 ha";"Czubajka";5;"Detractors";1;0;0;1
2070;"lubelskie";"300.01 - 500 ha";"Gaska";3;"Detractors";1;0;0;1
2070;"lubelskie";"300.01 - 500 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2070;"lubelskie";"300.01 - 500 ha";"Kozlarz";0;"Detractors";1;0;0;1
2070;"lubelskie";"300.01 - 500 ha";"Maslak";1;"Detractors";1;0;0;1
2070;"lubelskie";"300.01 - 500 ha";"Opienka";10;"Promoters";0;0;1;1
2070;"lubelskie";"300.01 - 500 ha";"Golabek";2;"Detractors";1;0;0;1
2070;"lubelskie";"300.01 - 500 ha";"Boczniak";9;"Promoters";0;0;1;1
2070;"lubelskie";"300.01 - 500 ha";"Pieczarka";2;"Detractors";1;0;0;1
2086;"lubelskie";"50.01 - 100 ha";"Borowik";3;"Detractors";1;0;0;1
2086;"lubelskie";"50.01 - 100 ha";"Czubajka";2;"Detractors";1;0;0;1
2086;"lubelskie";"50.01 - 100 ha";"Gaska";6;"Detractors";1;0;0;1
2086;"lubelskie";"50.01 - 100 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2086;"lubelskie";"50.01 - 100 ha";"Kozlarz";0;"Detractors";1;0;0;1
2086;"lubelskie";"50.01 - 100 ha";"Opienka";8;"Neutrals";0;1;0;1
2086;"lubelskie";"50.01 - 100 ha";"Golabek";7;"Neutrals";0;1;0;1
2086;"lubelskie";"50.01 - 100 ha";"Boczniak";5;"Detractors";1;0;0;1
2086;"lubelskie";"50.01 - 100 ha";"Pieczarka";7;"Neutrals";0;1;0;1
2107;"lubuskie";"50.01 - 100 ha";"Borowik";2;"Detractors";1;0;0;1
2107;"lubuskie";"50.01 - 100 ha";"Czubajka";8;"Neutrals";0;1;0;1
2107;"lubuskie";"50.01 - 100 ha";"Gaska";2;"Detractors";1;0;0;1
2107;"lubuskie";"50.01 - 100 ha";"Podgrzybek";9;"Promoters";0;0;1;1
2107;"lubuskie";"50.01 - 100 ha";"Kozlarz";4;"Detractors";1;0;0;1
2107;"lubuskie";"50.01 - 100 ha";"Maslak";8;"Neutrals";0;1;0;1
2107;"lubuskie";"50.01 - 100 ha";"Opienka";3;"Detractors";1;0;0;1
2107;"lubuskie";"50.01 - 100 ha";"Golabek";3;"Detractors";1;0;0;1
2107;"lubuskie";"50.01 - 100 ha";"Boczniak";6;"Detractors";1;0;0;1
2107;"lubuskie";"50.01 - 100 ha";"Pieczarka";9;"Promoters";0;0;1;1
2114;"lubuskie";"<= 50 ha";"Borowik";2;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Czubajka";1;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Gaska";4;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2114;"lubuskie";"<= 50 ha";"Kozlarz";4;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Maslak";0;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Opienka";4;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Golabek";4;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Boczniak";3;"Detractors";1;0;0;1
2114;"lubuskie";"<= 50 ha";"Pieczarka";5;"Detractors";1;0;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Borowik";1;"Detractors";1;0;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Czubajka";7;"Neutrals";0;1;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Podgrzybek";6;"Detractors";1;0;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Kozlarz";6;"Detractors";1;0;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Maslak";7;"Neutrals";0;1;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Opienka";6;"Detractors";1;0;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Golabek";6;"Detractors";1;0;0;1
2120;"lubuskie";"wiecej niz 500 ha";"Boczniak";9;"Promoters";0;0;1;1
2120;"lubuskie";"wiecej niz 500 ha";"Pieczarka";8;"Neutrals";0;1;0;1
2122;"lubuskie";"100.01 - 300 ha";"Borowik";8;"Neutrals";0;1;0;1
2122;"lubuskie";"100.01 - 300 ha";"Czubajka";3;"Detractors";1;0;0;1
2122;"lubuskie";"100.01 - 300 ha";"Gaska";4;"Detractors";1;0;0;1
2122;"lubuskie";"100.01 - 300 ha";"Podgrzybek";9;"Promoters";0;0;1;1
2122;"lubuskie";"100.01 - 300 ha";"Kozlarz";8;"Neutrals";0;1;0;1
2122;"lubuskie";"100.01 - 300 ha";"Maslak";3;"Detractors";1;0;0;1
2122;"lubuskie";"100.01 - 300 ha";"Opienka";10;"Promoters";0;0;1;1
2122;"lubuskie";"100.01 - 300 ha";"Golabek";3;"Detractors";1;0;0;1
2122;"lubuskie";"100.01 - 300 ha";"Boczniak";7;"Neutrals";0;1;0;1
2122;"lubuskie";"100.01 - 300 ha";"Pieczarka";10;"Promoters";0;0;1;1
2131;"lubuskie";"wiecej niz 500 ha";"Borowik";7;"Neutrals";0;1;0;1
2131;"lubuskie";"wiecej niz 500 ha";"Czubajka";10;"Promoters";0;0;1;1
2131;"lubuskie";"wiecej niz 500 ha";"Gaska";3;"Detractors";1;0;0;1
2131;"lubuskie";"wiecej niz 500 ha";"Podgrzybek";2;"Detractors";1;0;0;1
2131;"lubuskie";"wiecej niz 500 ha";"Kozlarz";9;"Promoters";0;0;1;1
2131;"lubuskie";"wiecej niz 500 ha";"Maslak";4;"Detractors";1;0;0;1
2131;"lubuskie";"wiecej niz 500 ha";"Opienka";4;"Detractors";1;0;0;1
2131;"lubuskie";"wiecej niz 500 ha";"Golabek";10;"Promoters";0;0;1;1
2131;"lubuskie";"wiecej niz 500 ha";"Boczniak";5;"Detractors";1;0;0;1
2131;"lubuskie";"wiecej niz 500 ha";"Pieczarka";1;"Detractors";1;0;0;1
2147;"lubuskie";"wiecej niz 500 ha";"Borowik";2;"Detractors";1;0;0;1
2147;"lubuskie";"wiecej niz 500 ha";"Gaska";1;"Detractors";1;0;0;1
2147;"lubuskie";"wiecej niz 500 ha";"Maslak";10;"Promoters";0;0;1;1
2147;"lubuskie";"wiecej niz 500 ha";"Opienka";2;"Detractors";1;0;0;1
2147;"lubuskie";"wiecej niz 500 ha";"Golabek";7;"Neutrals";0;1;0;1
2147;"lubuskie";"wiecej niz 500 ha";"Boczniak";5;"Detractors";1;0;0;1
2147;"lubuskie";"wiecej niz 500 ha";"Pieczarka";1;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Borowik";2;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Czubajka";6;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Gaska";9;"Promoters";0;0;1;1
2164;"lódzkie";"100.01 - 300 ha";"Podgrzybek";0;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Kozlarz";3;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Maslak";3;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Opienka";1;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Golabek";5;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Boczniak";2;"Detractors";1;0;0;1
2164;"lódzkie";"100.01 - 300 ha";"Pieczarka";3;"Detractors";1;0;0;1
2167;"lódzkie";"<= 50 ha";"Borowik";0;"Detractors";1;0;0;1
2167;"lódzkie";"<= 50 ha";"Czubajka";2;"Detractors";1;0;0;1
2167;"lódzkie";"<= 50 ha";"Gaska";2;"Detractors";1;0;0;1
2167;"lódzkie";"<= 50 ha";"Kozlarz";9;"Promoters";0;0;1;1
2167;"lódzkie";"<= 50 ha";"Opienka";4;"Detractors";1;0;0;1
2167;"lódzkie";"<= 50 ha";"Golabek";5;"Detractors";1;0;0;1
2167;"lódzkie";"<= 50 ha";"Boczniak";1;"Detractors";1;0;0;1
2167;"lódzkie";"<= 50 ha";"Pieczarka";7;"Neutrals";0;1;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Borowik";3;"Detractors";1;0;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Czubajka";5;"Detractors";1;0;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Gaska";2;"Detractors";1;0;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Podgrzybek";10;"Promoters";0;0;1;1
2170;"lódzkie";"wiecej niz 500 ha";"Kozlarz";7;"Neutrals";0;1;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Maslak";1;"Detractors";1;0;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Opienka";8;"Neutrals";0;1;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Golabek";4;"Detractors";1;0;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Boczniak";5;"Detractors";1;0;0;1
2170;"lódzkie";"wiecej niz 500 ha";"Pieczarka";5;"Detractors";1;0;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Borowik";9;"Promoters";0;0;1;1
2180;"malopolskie";"wiecej niz 500 ha";"Czubajka";8;"Neutrals";0;1;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Gaska";5;"Detractors";1;0;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Podgrzybek";7;"Neutrals";0;1;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Kozlarz";1;"Detractors";1;0;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Maslak";5;"Detractors";1;0;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Opienka";10;"Promoters";0;0;1;1
2180;"malopolskie";"wiecej niz 500 ha";"Golabek";8;"Neutrals";0;1;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Boczniak";7;"Neutrals";0;1;0;1
2180;"malopolskie";"wiecej niz 500 ha";"Pieczarka";3;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Borowik";3;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Czubajka";3;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Gaska";6;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Podgrzybek";9;"Promoters";0;0;1;1
2192;"mazowieckie";"300.01 - 500 ha";"Kozlarz";6;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Maslak";2;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Opienka";4;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Golabek";9;"Promoters";0;0;1;1
2192;"mazowieckie";"300.01 - 500 ha";"Boczniak";5;"Detractors";1;0;0;1
2192;"mazowieckie";"300.01 - 500 ha";"Pieczarka";6;"Detractors";1;0;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Borowik";3;"Detractors";1;0;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Czubajka";3;"Detractors";1;0;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Gaska";1;"Detractors";1;0;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Podgrzybek";9;"Promoters";0;0;1;1
2201;"mazowieckie";"wiecej niz 500 ha";"Kozlarz";2;"Detractors";1;0;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Maslak";8;"Neutrals";0;1;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Opienka";1;"Detractors";1;0;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Golabek";5;"Detractors";1;0;0;1
2201;"mazowieckie";"wiecej niz 500 ha";"Boczniak";9;"Promoters";0;0;1;1
2201;"mazowieckie";"wiecej niz 500 ha";"Pieczarka";8;"Neutrals";0;1;0;1
2205;"mazowieckie";"<= 50 ha";"Borowik";4;"Detractors";1;0;0;1
2205;"mazowieckie";"<= 50 ha";"Czubajka";9;"Promoters";0;0;1;1
2205;"mazowieckie";"<= 50 ha";"Gaska";10;"Promoters";0;0;1;1
2205;"mazowieckie";"<= 50 ha";"Podgrzybek";4;"Detractors";1;0;0;1
2205;"mazowieckie";"<= 50 ha";"Kozlarz";1;"Detractors";1;0;0;1
2205;"mazowieckie";"<= 50 ha";"Maslak";5;"Detractors";1;0;0;1
2205;"mazowieckie";"<= 50 ha";"Opienka";5;"Detractors";1;0;0;1
2205;"mazowieckie";"<= 50 ha";"Golabek";4;"Detractors";1;0;0;1
2205;"mazowieckie";"<= 50 ha";"Boczniak";9;"Promoters";0;0;1;1
2205;"mazowieckie";"<= 50 ha";"Pieczarka";6;"Detractors";1;0;0;1
2210;"mazowieckie";"<= 50 ha";"Borowik";3;"Detractors";1;0;0;1
2210;"mazowieckie";"<= 50 ha";"Czubajka";2;"Detractors";1;0;0;1
2210;"mazowieckie";"<= 50 ha";"Gaska";2;"Detractors";1;0;0;1
2210;"mazowieckie";"<= 50 ha";"Podgrzybek";2;"Detractors";1;0;0;1
2210;"mazowieckie";"<= 50 ha";"Kozlarz";7;"Neutrals";0;1;0;1
2210;"mazowieckie";"<= 50 ha";"Maslak";1;"Detractors";1;0;0;1
2210;"mazowieckie";"<= 50 ha";"Opienka";6;"Detractors";1;0;0;1
2210;"mazowieckie";"<= 50 ha";"Golabek";8;"Neutrals";0;1;0;1
2210;"mazowieckie";"<= 50 ha";"Boczniak";8;"Neutrals";0;1;0;1
2210;"mazowieckie";"<= 50 ha";"Pieczarka";8;"Neutrals";0;1;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Borowik";1;"Detractors";1;0;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Czubajka";8;"Neutrals";0;1;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Gaska";4;"Detractors";1;0;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Podgrzybek";10;"Promoters";0;0;1;1
2214;"mazowieckie";"wiecej niz 500 ha";"Kozlarz";3;"Detractors";1;0;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Maslak";0;"Detractors";1;0;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Opienka";2;"Detractors";1;0;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Golabek";4;"Detractors";1;0;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Boczniak";1;"Detractors";1;0;0;1
2214;"mazowieckie";"wiecej niz 500 ha";"Pieczarka";2;"Detractors";1;0;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Borowik";4;"Detractors";1;0;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Gaska";7;"Neutrals";0;1;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Podgrzybek";6;"Detractors";1;0;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Kozlarz";2;"Detractors";1;0;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Maslak";7;"Neutrals";0;1;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Opienka";9;"Promoters";0;0;1;1
2218;"mazowieckie";"100.01 - 300 ha";"Golabek";6;"Detractors";1;0;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Boczniak";2;"Detractors";1;0;0;1
2218;"mazowieckie";"100.01 - 300 ha";"Pieczarka";10;"Promoters";0;0;1;1
2227;"mazowieckie";"50.01 - 100 ha";"Borowik";5;"Detractors";1;0;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Czubajka";2;"Detractors";1;0;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Gaska";3;"Detractors";1;0;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Podgrzybek";2;"Detractors";1;0;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Kozlarz";6;"Detractors";1;0;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Opienka";0;"Detractors";1;0;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Golabek";8;"Neutrals";0;1;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Boczniak";4;"Detractors";1;0;0;1
2227;"mazowieckie";"50.01 - 100 ha";"Pieczarka";7;"Neutrals";0;1;0;1
2235;"mazowieckie";"<= 50 ha";"Borowik";0;"Detractors";1;0;0;1
2235;"mazowieckie";"<= 50 ha";"Czubajka";3;"Detractors";1;0;0;1
2235;"mazowieckie";"<= 50 ha";"Gaska";2;"Detractors";1;0;0;1
2235;"mazowieckie";"<= 50 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2235;"mazowieckie";"<= 50 ha";"Kozlarz";10;"Promoters";0;0;1;1
2235;"mazowieckie";"<= 50 ha";"Maslak";2;"Detractors";1;0;0;1
2235;"mazowieckie";"<= 50 ha";"Opienka";8;"Neutrals";0;1;0;1
2235;"mazowieckie";"<= 50 ha";"Golabek";8;"Neutrals";0;1;0;1
2235;"mazowieckie";"<= 50 ha";"Boczniak";5;"Detractors";1;0;0;1
2235;"mazowieckie";"<= 50 ha";"Pieczarka";1;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Borowik";0;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Czubajka";6;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Gaska";8;"Neutrals";0;1;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Podgrzybek";6;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Kozlarz";4;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Maslak";6;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Opienka";3;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Golabek";6;"Detractors";1;0;0;1
2247;"mazowieckie";"100.01 - 300 ha";"Boczniak";10;"Promoters";0;0;1;1
2247;"mazowieckie";"100.01 - 300 ha";"Pieczarka";3;"Detractors";1;0;0;1
2250;"mazowieckie";"300.01 - 500 ha";"Borowik";9;"Promoters";0;0;1;1
2250;"mazowieckie";"300.01 - 500 ha";"Czubajka";8;"Neutrals";0;1;0;1
2250;"mazowieckie";"300.01 - 500 ha";"Gaska";3;"Detractors";1;0;0;1
2250;"mazowieckie";"300.01 - 500 ha";"Podgrzybek";10;"Promoters";0;0;1;1
2250;"mazowieckie";"300.01 - 500 ha";"Kozlarz";9;"Promoters";0;0;1;1
2250;"mazowieckie";"300.01 - 500 ha";"Maslak";0;"Detractors";1;0;0;1
2250;"mazowieckie";"300.01 - 500 ha";"Opienka";9;"Promoters";0;0;1;1
2250;"mazowieckie";"300.01 - 500 ha";"Golabek";2;"Detractors";1;0;0;1
2250;"mazowieckie";"300.01 - 500 ha";"Boczniak";6;"Detractors";1;0;0;1
2250;"mazowieckie";"300.01 - 500 ha";"Pieczarka";2;"Detractors";1;0;0;1
2265;"mazowieckie";"<= 50 ha";"Borowik";10;"Promoters";0;0;1;1
2265;"mazowieckie";"<= 50 ha";"Czubajka";4;"Detractors";1;0;0;1
2265;"mazowieckie";"<= 50 ha";"Gaska";2;"Detractors";1;0;0;1
