"RecordNo";"Województwo";"RX2a";"Mushroom";"Recommendation";"Score";"detrac";"neutral";"promo";"Total"
1589;"podlaskie";"50.01 - 100 ha";"Gaska";3;"Detractors";1;0;0;1
1589;"podlaskie";"50.01 - 100 ha";"Podgrzybek";6;"Detractors";1;0;0;1
1589;"podlaskie";"50.01 - 100 ha";"Kozlarz";6;"Detractors";1;0;0;1
1589;"podlaskie";"50.01 - 100 ha";"Maslak";9;"Promoters";0;0;1;1
1589;"podlaskie";"50.01 - 100 ha";"Opienka";9;"Promoters";0;0;1;1
1589;"podlaskie";"50.01 - 100 ha";"Golabek";10;"Promoters";0;0;1;1
1589;"podlaskie";"50.01 - 100 ha";"Boczniak";2;"Detractors";1;0;0;1
1589;"podlaskie";"50.01 - 100 ha";"Pieczarka";5;"Detractors";1;0;0;1
1593;"podlaskie";"50.01 - 100 ha";"Borowik";9;"Promoters";0;0;1;1
1593;"podlaskie";"50.01 - 100 ha";"Czubajka";5;"Detractors";1;0;0;1
1593;"podlaskie";"50.01 - 100 ha";"Gaska";8;"Neutrals";0;1;0;1
1593;"podlaskie";"50.01 - 100 ha";"Podgrzybek";6;"Detractors";1;0;0;1
1593;"podlaskie";"50.01 - 100 ha";"Kozlarz";0;"Detractors";1;0;0;1
1593;"podlaskie";"50.01 - 100 ha";"Maslak";7;"Neutrals";0;1;0;1
1593;"podlaskie";"50.01 - 100 ha";"Opienka";3;"Detractors";1;0;0;1
1593;"podlaskie";"50.01 - 100 ha";"Golabek";7;"Neutrals";0;1;0;1
1593;"podlaskie";"50.01 - 100 ha";"Boczniak";1;"Detractors";1;0;0;1
1593;"podlaskie";"50.01 - 100 ha";"Pieczarka";10;"Promoters";0;0;1;1
1599;"podlaskie";"wiecej niz 500 ha";"Borowik";2;"Detractors";1;0;0;1
1599;"podlaskie";"wiecej niz 500 ha";"Czubajka";1;"Detractors";1;0;0;1
1599;"podlaskie";"wiecej niz 500 ha";"Gaska";1;"Detractors";1;0;0;1
1599;"podlaskie";"wiecej niz 500 ha";"Podgrzybek";9;"Promoters";0;0;1;1
1599;"podlaskie";"wiecej niz 500 ha";"Kozlarz";7;"Neutrals";0;1;0;1
1599;"podlaskie";"wiecej niz 500 ha";"Maslak";9;"Promoters";0;0;1;1
1599;"podlaskie";"wiecej niz 500 ha";"Opienka";9;"Promoters";0;0;1;1
1599;"podlaskie";"wiecej niz 500 ha";"Golabek";10;"Promoters";0;0;1;1
1599;"podlaskie";"wiecej niz 500 ha";"Boczniak";7;"Neutrals";0;1;0;1
1599;"podlaskie";"wiecej niz 500 ha";"Pieczarka";9;"Promoters";0;0;1;1
1605;"podlaskie";"50.01 - 100 ha";"Borowik";9;"Promoters";0;0;1;1
1605;"podlaskie";"50.01 - 100 ha";"Czubajka";3;"Detractors";1;0;0;1
1605;"podlaskie";"50.01 - 100 ha";"Gaska";6;"Detractors";1;0;0;1
1605;"podlaskie";"50.01 - 100 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
1605;"podlaskie";"50.01 - 100 ha";"Kozlarz";10;"Promoters";0;0;1;1
1605;"podlaskie";"50.01 - 100 ha";"Maslak";7;"Neutrals";0;1;0;1
1605;"podlaskie";"50.01 - 100 ha";"Opienka";9;"Promoters";0;0;1;1
1605;"podlaskie";"50.01 - 100 ha";"Golabek";9;"Promoters";0;0;1;1
1605;"podlaskie";"50.01 - 100 ha";"Boczniak";7;"Neutrals";0;1;0;1
1605;"podlaskie";"50.01 - 100 ha";"Pieczarka";1;"Detractors";1;0;0;1
1612;"podlaskie";"50.01 - 100 ha";"Borowik";8;"Neutrals";0;1;0;1
1612;"podlaskie";"50.01 - 100 ha";"Czubajka";5;"Detractors";1;0;0;1
1612;"podlaskie";"50.01 - 100 ha";"Gaska";1;"Detractors";1;0;0;1
1612;"podlaskie";"50.01 - 100 ha";"Podgrzybek";1;"Detractors";1;0;0;1
1612;"podlaskie";"50.01 - 100 ha";"Kozlarz";2;"Detractors";1;0;0;1
1612;"podlaskie";"50.01 - 100 ha";"Maslak";8;"Neutrals";0;1;0;1
1612;"podlaskie";"50.01 - 100 ha";"Opienka";2;"Detractors";1;0;0;1
1612;"podlaskie";"50.01 - 100 ha";"Golabek";8;"Neutrals";0;1;0;1
1612;"podlaskie";"50.01 - 100 ha";"Boczniak";7;"Neutrals";0;1;0;1
1612;"podlaskie";"50.01 - 100 ha";"Pieczarka";1;"Detractors";1;0;0;1
1626;"podlaskie";"<= 50 ha";"Borowik";8;"Neutrals";0;1;0;1
1626;"podlaskie";"<= 50 ha";"Czubajka";7;"Neutrals";0;1;0;1
1626;"podlaskie";"<= 50 ha";"Gaska";1;"Detractors";1;0;0;1
1626;"podlaskie";"<= 50 ha";"Podgrzybek";7;"Neutrals";0;1;0;1
1626;"podlaskie";"<= 50 ha";"Kozlarz";8;"Neutrals";0;1;0;1
1626;"podlaskie";"<= 50 ha";"Maslak";4;"Detractors";1;0;0;1
1626;"podlaskie";"<= 50 ha";"Opienka";10;"Promoters";0;0;1;1
1626;"podlaskie";"<= 50 ha";"Golabek";8;"Neutrals";0;1;0;1
1626;"podlaskie";"<= 50 ha";"Boczniak";2;"Detractors";1;0;0;1
1626;"podlaskie";"<= 50 ha";"Pieczarka";4;"Detractors";1;0;0;1
1634;"pomorskie";"<= 50 ha";"Borowik";6;"Detractors";1;0;0;1
1634;"pomorskie";"<= 50 ha";"Czubajka";8;"Neutrals";0;1;0;1
1634;"pomorskie";"<= 50 ha";"Gaska";8;"Neutrals";0;1;0;1
1634;"pomorskie";"<= 50 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
1634;"pomorskie";"<= 50 ha";"Kozlarz";8;"Neutrals";0;1;0;1
1634;"pomorskie";"<= 50 ha";"Maslak";9;"Promoters";0;0;1;1
1634;"pomorskie";"<= 50 ha";"Opienka";9;"Promoters";0;0;1;1
1634;"pomorskie";"<= 50 ha";"Golabek";7;"Neutrals";0;1;0;1
1634;"pomorskie";"<= 50 ha";"Boczniak";10;"Promoters";0;0;1;1
1634;"pomorskie";"<= 50 ha";"Pieczarka";4;"Detractors";1;0;0;1
1649;"pomorskie";"50.01 - 100 ha";"Borowik";3;"Detractors";1;0;0;1
1649;"pomorskie";"50.01 - 100 ha";"Czubajka";10;"Promoters";0;0;1;1
1649;"pomorskie";"50.01 - 100 ha";"Gaska";9;"Promoters";0;0;1;1
1649;"pomorskie";"50.01 - 100 ha";"Podgrzybek";1;"Detractors";1;0;0;1
1649;"pomorskie";"50.01 - 100 ha";"Kozlarz";7;"Neutrals";0;1;0;1
1649;"pomorskie";"50.01 - 100 ha";"Maslak";8;"Neutrals";0;1;0;1
1649;"pomorskie";"50.01 - 100 ha";"Opienka";5;"Detractors";1;0;0;1
1649;"pomorskie";"50.01 - 100 ha";"Golabek";7;"Neutrals";0;1;0;1
1649;"pomorskie";"50.01 - 100 ha";"Boczniak";4;"Detractors";1;0;0;1
1649;"pomorskie";"50.01 - 100 ha";"Pieczarka";8;"Neutrals";0;1;0;1
1654;"pomorskie";"100.01 - 300 ha";"Borowik";4;"Detractors";1;0;0;1
1654;"pomorskie";"100.01 - 300 ha";"Czubajka";7;"Neutrals";0;1;0;1
1654;"pomorskie";"100.01 - 300 ha";"Gaska";7;"Neutrals";0;1;0;1
1654;"pomorskie";"100.01 - 300 ha";"Podgrzybek";6;"Detractors";1;0;0;1
1654;"pomorskie";"100.01 - 300 ha";"Kozlarz";9;"Promoters";0;0;1;1
1654;"pomorskie";"100.01 - 300 ha";"Maslak";4;"Detractors";1;0;0;1
1654;"pomorskie";"100.01 - 300 ha";"Opienka";8;"Neutrals";0;1;0;1
1654;"pomorskie";"100.01 - 300 ha";"Golabek";2;"Detractors";1;0;0;1
1654;"pomorskie";"100.01 - 300 ha";"Boczniak";6;"Detractors";1;0;0;1
1654;"pomorskie";"100.01 - 300 ha";"Pieczarka";9;"Promoters";0;0;1;1
1664;"slaskie";"<= 50 ha";"Borowik";1;"Detractors";1;0;0;1
1664;"slaskie";"<= 50 ha";"Czubajka";3;"Detractors";1;0;0;1
1664;"slaskie";"<= 50 ha";"Gaska";5;"Detractors";1;0;0;1
1664;"slaskie";"<= 50 ha";"Podgrzybek";0;"Detractors";1;0;0;1
1664;"slaskie";"<= 50 ha";"Kozlarz";4;"Detractors";1;0;0;1
1664;"slaskie";"<= 50 ha";"Maslak";8;"Neutrals";0;1;0;1
1664;"slaskie";"<= 50 ha";"Opienka";3;"Detractors";1;0;0;1
1664;"slaskie";"<= 50 ha";"Golabek";10;"Promoters";0;0;1;1
1664;"slaskie";"<= 50 ha";"Boczniak";4;"Detractors";1;0;0;1
1664;"slaskie";"<= 50 ha";"Pieczarka";3;"Detractors";1;0;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Borowik";10;"Promoters";0;0;1;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Czubajka";8;"Neutrals";0;1;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Gaska";1;"Detractors";1;0;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Podgrzybek";4;"Detractors";1;0;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Kozlarz";8;"Neutrals";0;1;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Maslak";10;"Promoters";0;0;1;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Opienka";8;"Neutrals";0;1;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Golabek";2;"Detractors";1;0;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Boczniak";4;"Detractors";1;0;0;1
1672;"swietokrzyskie";"100.01 - 300 ha";"Pieczarka";1;"Detractors";1;0;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Borowik";1;"Detractors";1;0;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Czubajka";6;"Detractors";1;0;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Gaska";3;"Detractors";1;0;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Kozlarz";1;"Detractors";1;0;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Maslak";5;"Detractors";1;0;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Opienka";10;"Promoters";0;0;1;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Golabek";9;"Promoters";0;0;1;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Boczniak";2;"Detractors";1;0;0;1
1674;"swietokrzyskie";"50.01 - 100 ha";"Pieczarka";9;"Promoters";0;0;1;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Borowik";5;"Detractors";1;0;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Czubajka";8;"Neutrals";0;1;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Gaska";3;"Detractors";1;0;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Kozlarz";4;"Detractors";1;0;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Maslak";7;"Neutrals";0;1;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Opienka";8;"Neutrals";0;1;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Golabek";2;"Detractors";1;0;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Boczniak";4;"Detractors";1;0;0;1
1692;"swietokrzyskie";"50.01 - 100 ha";"Pieczarka";3;"Detractors";1;0;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Borowik";3;"Detractors";1;0;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Czubajka";8;"Neutrals";0;1;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Gaska";2;"Detractors";1;0;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Podgrzybek";3;"Detractors";1;0;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Kozlarz";1;"Detractors";1;0;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Maslak";4;"Detractors";1;0;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Opienka";10;"Promoters";0;0;1;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Golabek";9;"Promoters";0;0;1;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Boczniak";2;"Detractors";1;0;0;1
1697;"warminsko-mazurskie";"100.01 - 300 ha";"Pieczarka";2;"Detractors";1;0;0;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Borowik";10;"Promoters";0;0;1;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Czubajka";9;"Promoters";0;0;1;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Gaska";1;"Detractors";1;0;0;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Podgrzybek";3;"Detractors";1;0;0;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Kozlarz";9;"Promoters";0;0;1;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Maslak";3;"Detractors";1;0;0;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Opienka";9;"Promoters";0;0;1;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Golabek";8;"Neutrals";0;1;0;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Boczniak";8;"Neutrals";0;1;0;1
1716;"warminsko-mazurskie";"100.01 - 300 ha";"Pieczarka";10;"Promoters";0;0;1;1
1729;"wielkopolskie";"300.01 - 500 ha";"Borowik";8;"Neutrals";0;1;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Czubajka";6;"Detractors";1;0;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Gaska";7;"Neutrals";0;1;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Podgrzybek";6;"Detractors";1;0;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Kozlarz";7;"Neutrals";0;1;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Maslak";9;"Promoters";0;0;1;1
1729;"wielkopolskie";"300.01 - 500 ha";"Opienka";6;"Detractors";1;0;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Golabek";7;"Neutrals";0;1;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Boczniak";6;"Detractors";1;0;0;1
1729;"wielkopolskie";"300.01 - 500 ha";"Pieczarka";9;"Promoters";0;0;1;1
1733;"wielkopolskie";"<= 50 ha";"Borowik";9;"Promoters";0;0;1;1
1733;"wielkopolskie";"<= 50 ha";"Czubajka";4;"Detractors";1;0;0;1
1733;"wielkopolskie";"<= 50 ha";"Gaska";3;"Detractors";1;0;0;1
1733;"wielkopolskie";"<= 50 ha";"Podgrzybek";6;"Detractors";1;0;0;1
1733;"wielkopolskie";"<= 50 ha";"Kozlarz";1;"Detractors";1;0;0;1
1733;"wielkopolskie";"<= 50 ha";"Maslak";2;"Detractors";1;0;0;1
1733;"wielkopolskie";"<= 50 ha";"Opienka";3;"Detractors";1;0;0;1
1733;"wielkopolskie";"<= 50 ha";"Golabek";8;"Neutrals";0;1;0;1
1733;"wielkopolskie";"<= 50 ha";"Boczniak";9;"Promoters";0;0;1;1
1733;"wielkopolskie";"<= 50 ha";"Pieczarka";8;"Neutrals";0;1;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Borowik";1;"Detractors";1;0;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Czubajka";6;"Detractors";1;0;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Gaska";0;"Detractors";1;0;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Podgrzybek";0;"Detractors";1;0;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Kozlarz";7;"Neutrals";0;1;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Maslak";9;"Promoters";0;0;1;1
1739;"wielkopolskie";"50.01 - 100 ha";"Opienka";4;"Detractors";1;0;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Golabek";3;"Detractors";1;0;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Boczniak";6;"Detractors";1;0;0;1
1739;"wielkopolskie";"50.01 - 100 ha";"Pieczarka";8;"Neutrals";0;1;0;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Borowik";9;"Promoters";0;0;1;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Czubajka";4;"Detractors";1;0;0;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Gaska";8;"Neutrals";0;1;0;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Podgrzybek";4;"Detractors";1;0;0;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Kozlarz";2;"Detractors";1;0;0;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Maslak";10;"Promoters";0;0;1;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Opienka";2;"Detractors";1;0;0;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Golabek";3;"Detractors";1;0;0;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Boczniak";9;"Promoters";0;0;1;1
1749;"wielkopolskie";"wiecej niz 500 ha";"Pieczarka";8;"Neutrals";0;1;0;1
1767;"wielkopolskie";"100.01 - 300 ha";"Borowik";9;"Promoters";0;0;1;1
1767;"wielkopolskie";"100.01 - 300 ha";"Czubajka";3;"Detractors";1;0;0;1
1767;"wielkopolskie";"100.01 - 300 ha";"Gaska";7;"Neutrals";0;1;0;1
1767;"wielkopolskie";"100.01 - 300 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
1767;"wielkopolskie";"100.01 - 300 ha";"Kozlarz";6;"Detractors";1;0;0;1
1767;"wielkopolskie";"100.01 - 300 ha";"Maslak";9;"Promoters";0;0;1;1
1767;"wielkopolskie";"100.01 - 300 ha";"Opienka";8;"Neutrals";0;1;0;1
1767;"wielkopolskie";"100.01 - 300 ha";"Golabek";10;"Promoters";0;0;1;1
1767;"wielkopolskie";"100.01 - 300 ha";"Boczniak";6;"Detractors";1;0;0;1
1767;"wielkopolskie";"100.01 - 300 ha";"Pieczarka";3;"Detractors";1;0;0;1
1777;"wielkopolskie";"300.01 - 500 ha";"Borowik";10;"Promoters";0;0;1;1
1777;"wielkopolskie";"300.01 - 500 ha";"Czubajka";10;"Promoters";0;0;1;1
1777;"wielkopolskie";"300.01 - 500 ha";"Gaska";3;"Detractors";1;0;0;1
1777;"wielkopolskie";"300.01 - 500 ha";"Podgrzybek";6;"Detractors";1;0;0;1
1777;"wielkopolskie";"300.01 - 500 ha";"Kozlarz";5;"Detractors";1;0;0;1
1777;"wielkopolskie";"300.01 - 500 ha";"Maslak";9;"Promoters";0;0;1;1
1777;"wielkopolskie";"300.01 - 500 ha";"Opienka";6;"Detractors";1;0;0;1
1777;"wielkopolskie";"300.01 - 500 ha";"Golabek";1;"Detractors";1;0;0;1
1777;"wielkopolskie";"300.01 - 500 ha";"Boczniak";7;"Neutrals";0;1;0;1
1777;"wielkopolskie";"300.01 - 500 ha";"Pieczarka";1;"Detractors";1;0;0;1
1783;"wielkopolskie";"<= 50 ha";"Borowik";6;"Detractors";1;0;0;1
1783;"wielkopolskie";"<= 50 ha";"Czubajka";10;"Promoters";0;0;1;1
1783;"wielkopolskie";"<= 50 ha";"Gaska";1;"Detractors";1;0;0;1
1783;"wielkopolskie";"<= 50 ha";"Podgrzybek";0;"Detractors";1;0;0;1
1783;"wielkopolskie";"<= 50 ha";"Kozlarz";8;"Neutrals";0;1;0;1
1783;"wielkopolskie";"<= 50 ha";"Maslak";5;"Detractors";1;0;0;1
1783;"wielkopolskie";"<= 50 ha";"Opienka";1;"Detractors";1;0;0;1
1783;"wielkopolskie";"<= 50 ha";"Golabek";5;"Detractors";1;0;0;1
1783;"wielkopolskie";"<= 50 ha";"Boczniak";8;"Neutrals";0;1;0;1
1783;"wielkopolskie";"<= 50 ha";"Pieczarka";1;"Detractors";1;0;0;1
1799;"wielkopolskie";"<= 50 ha";"Borowik";8;"Neutrals";0;1;0;1
1799;"wielkopolskie";"<= 50 ha";"Czubajka";10;"Promoters";0;0;1;1
1799;"wielkopolskie";"<= 50 ha";"Gaska";1;"Detractors";1;0;0;1
1799;"wielkopolskie";"<= 50 ha";"Podgrzybek";7;"Neutrals";0;1;0;1
1799;"wielkopolskie";"<= 50 ha";"Kozlarz";10;"Promoters";0;0;1;1
1799;"wielkopolskie";"<= 50 ha";"Maslak";3;"Detractors";1;0;0;1
1799;"wielkopolskie";"<= 50 ha";"Opienka";3;"Detractors";1;0;0;1
1799;"wielkopolskie";"<= 50 ha";"Golabek";1;"Detractors";1;0;0;1
1799;"wielkopolskie";"<= 50 ha";"Boczniak";4;"Detractors";1;0;0;1
1799;"wielkopolskie";"<= 50 ha";"Pieczarka";6;"Detractors";1;0;0;1
1800;"wielkopolskie";"<= 50 ha";"Borowik";9;"Promoters";0;0;1;1
1800;"wielkopolskie";"<= 50 ha";"Czubajka";2;"Detractors";1;0;0;1
1800;"wielkopolskie";"<= 50 ha";"Gaska";9;"Promoters";0;0;1;1
1800;"wielkopolskie";"<= 50 ha";"Podgrzybek";3;"Detractors";1;0;0;1
1800;"wielkopolskie";"<= 50 ha";"Kozlarz";6;"Detractors";1;0;0;1
1800;"wielkopolskie";"<= 50 ha";"Maslak";9;"Promoters";0;0;1;1
1800;"wielkopolskie";"<= 50 ha";"Opienka";4;"Detractors";1;0;0;1
1800;"wielkopolskie";"<= 50 ha";"Golabek";9;"Promoters";0;0;1;1
1800;"wielkopolskie";"<= 50 ha";"Boczniak";2;"Detractors";1;0;0;1
1800;"wielkopolskie";"<= 50 ha";"Pieczarka";2;"Detractors";1;0;0;1
1828;"wielkopolskie";"100.01 - 300 ha";"Borowik";9;"Promoters";0;0;1;1
1828;"wielkopolskie";"100.01 - 300 ha";"Czubajka";9;"Promoters";0;0;1;1
1828;"wielkopolskie";"100.01 - 300 ha";"Gaska";5;"Detractors";1;0;0;1
1828;"wielkopolskie";"100.01 - 300 ha";"Podgrzybek";2;"Detractors";1;0;0;1
1828;"wielkopolskie";"100.01 - 300 ha";"Kozlarz";3;"Detractors";1;0;0;1
1828;"wielkopolskie";"100.01 - 300 ha";"Maslak";5;"Detractors";1;0;0;1
1828;"wielkopolskie";"100.01 - 300 ha";"Opienka";9;"Promoters";0;0;1;1
1828;"wielkopolskie";"100.01 - 300 ha";"Golabek";9;"Promoters";0;0;1;1
1828;"wielkopolskie";"100.01 - 300 ha";"Boczniak";3;"Detractors";1;0;0;1
1828;"wielkopolskie";"100.01 - 300 ha";"Pieczarka";5;"Detractors";1;0;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Borowik";10;"Promoters";0;0;1;1
1851;"wielkopolskie";"300.01 - 500 ha";"Czubajka";8;"Neutrals";0;1;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Gaska";6;"Detractors";1;0;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Podgrzybek";3;"Detractors";1;0;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Kozlarz";8;"Neutrals";0;1;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Maslak";2;"Detractors";1;0;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Opienka";7;"Neutrals";0;1;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Golabek";10;"Promoters";0;0;1;1
1851;"wielkopolskie";"300.01 - 500 ha";"Boczniak";7;"Neutrals";0;1;0;1
1851;"wielkopolskie";"300.01 - 500 ha";"Pieczarka";10;"Promoters";0;0;1;1
1866;"wielkopolskie";"<= 50 ha";"Borowik";9;"Promoters";0;0;1;1
1866;"wielkopolskie";"<= 50 ha";"Czubajka";9;"Promoters";0;0;1;1
1866;"wielkopolskie";"<= 50 ha";"Gaska";10;"Promoters";0;0;1;1
1866;"wielkopolskie";"<= 50 ha";"Podgrzybek";5;"Detractors";1;0;0;1
1866;"wielkopolskie";"<= 50 ha";"Kozlarz";1;"Detractors";1;0;0;1
1866;"wielkopolskie";"<= 50 ha";"Maslak";4;"Detractors";1;0;0;1
1866;"wielkopolskie";"<= 50 ha";"Opienka";8;"Neutrals";0;1;0;1
1866;"wielkopolskie";"<= 50 ha";"Golabek";2;"Detractors";1;0;0;1
1866;"wielkopolskie";"<= 50 ha";"Boczniak";2;"Detractors";1;0;0;1
1866;"wielkopolskie";"<= 50 ha";"Pieczarka";8;"Neutrals";0;1;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Borowik";8;"Neutrals";0;1;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Czubajka";2;"Detractors";1;0;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Gaska";7;"Neutrals";0;1;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Podgrzybek";10;"Promoters";0;0;1;1
1869;"wielkopolskie";"100.01 - 300 ha";"Kozlarz";6;"Detractors";1;0;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Maslak";3;"Detractors";1;0;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Opienka";2;"Detractors";1;0;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Golabek";6;"Detractors";1;0;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Boczniak";4;"Detractors";1;0;0;1
1869;"wielkopolskie";"100.01 - 300 ha";"Pieczarka";2;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Borowik";3;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Czubajka";9;"Promoters";0;0;1;1
1928;"wielkopolskie";"<= 50 ha";"Gaska";6;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Podgrzybek";6;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Kozlarz";4;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Maslak";4;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Opienka";5;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Golabek";7;"Neutrals";0;1;0;1
1928;"wielkopolskie";"<= 50 ha";"Boczniak";2;"Detractors";1;0;0;1
1928;"wielkopolskie";"<= 50 ha";"Pieczarka";3;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Borowik";3;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Czubajka";10;"Promoters";0;0;1;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Gaska";7;"Neutrals";0;1;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Podgrzybek";1;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Kozlarz";1;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Maslak";4;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Opienka";5;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Golabek";6;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Boczniak";1;"Detractors";1;0;0;1
1961;"dolnoslaskie";"wiecej niz 500 ha";"Pieczarka";3;"Detractors";1;0;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Borowik";3;"Detractors";1;0;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Czubajka";9;"Promoters";0;0;1;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Gaska";8;"Neutrals";0;1;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Podgrzybek";1;"Detractors";1;0;0;1
1969;"dolnoslaskie";"100.01 - 300 ha";"Kozlarz";9;"Promoters";0;0;1;1
