"RecordNo";"project_id";"mushrooms";"Awareness_score";"Usage_score";"Preference_score";"Familiarity_score";"FutureUsage_score";"Satisfaction_score"
1159;1;"Czubajka";1;2;5;1;5;2
1159;1;"Czubajka";1;2;4;1;5;2
1159;1;"Czubajka";1;2;4;1;5;2
1159;1;"Czubajka";1;2;4;1;5;2
1159;1;"Czubajka";1;2;5;1;5;2
1159;1;"Czubajka";1;2;5;1;5;2
1159;1;"Czubajka";1;2;5;1;5;2
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;4;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Podgrzybek";1;4;5;1;5;1
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"Opieñka";1;4;5;1;5;5
1159;1;"Opieñka";1;4;4;1;5;5
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;5;1;5;2
1159;1;"G¹ska";2;2;4;1;5;2
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;5;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Boczniak";1;1;4;1;4;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;4;4;5;1
1159;1;"Pieczarka";2;1;5;4;5;1
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Maœlak";2;4;4;2;4;5
1167;1;"Maœlak";2;4;5;2;4;5
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;5;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"Go³¹bek";2;2;4;4;4;2
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;5;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"KoŸlarz";2;2;4;3;4;1
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Borowik";2;2;5;4;3;2
1167;1;"Borowik";2;2;4;4;3;2
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;4;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Czubajka";2;2;5;5;3;4
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;4;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Podgrzybek";2;4;5;3;1;3
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"Opieñka";2;2;5;2;5;1
1167;1;"Opieñka";2;2;4;2;5;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;5;4;3;1
1167;1;"G¹ska";2;2;4;4;3;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;5;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Boczniak";1;1;4;1;1;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;4;1;5;1
1167;1;"Pieczarka";1;1;5;1;5;1
